"Property Name",,"es","Node Path","Description"
"Caption","Description","Description","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\Description",
"Caption","Name","Name","BOModel\DevExpress.Persistent.BaseImpl.Organization\OwnMembers\Name",
"Caption","Party","Party","BOModel\DevExpress.Persistent.BaseImpl.Party",
"Caption","Photo","Photo","BOModel\DevExpress.Persistent.BaseImpl.Party\OwnMembers\Photo",
"Caption","Address 1","Address 1","BOModel\DevExpress.Persistent.BaseImpl.Party\OwnMembers\Address1",
"Caption","Address 2","Address 2","BOModel\DevExpress.Persistent.BaseImpl.Party\OwnMembers\Address2",
"Caption","Display Name","Display Name","BOModel\DevExpress.Persistent.BaseImpl.Party\OwnMembers\DisplayName",
"Caption","Phone Numbers","Phone Numbers","BOModel\DevExpress.Persistent.BaseImpl.Party\OwnMembers\PhoneNumbers",
"Caption","Persistent Permission","Persistent Permission","BOModel\DevExpress.Persistent.BaseImpl.PersistentPermission",
"Caption","Role","Role","BOModel\DevExpress.Persistent.BaseImpl.PersistentPermission\OwnMembers\Role",
"Caption","Permission","Permission","BOModel\DevExpress.Persistent.BaseImpl.PersistentPermission\OwnMembers\Permission",
"Caption","Person","Person","BOModel\DevExpress.Persistent.BaseImpl.Person",
"Caption","First Name","First Name","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\FirstName",
"Caption","Last Name","Last Name","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\LastName",
"Caption","Middle Name","Middle Name","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\MiddleName",
"Caption","Birthday","Birthday","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\Birthday",
"Caption","Full Name","Full Name","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\FullName",
"Caption","Email","Email","BOModel\DevExpress.Persistent.BaseImpl.Person\OwnMembers\Email",
"Caption","Phone Number","Phone Number","BOModel\DevExpress.Persistent.BaseImpl.PhoneNumber",
"Caption","Number","Number","BOModel\DevExpress.Persistent.BaseImpl.PhoneNumber\OwnMembers\Number",
"Caption","Party","Party","BOModel\DevExpress.Persistent.BaseImpl.PhoneNumber\OwnMembers\Party",
"Caption","Phone Type","Phone Type","BOModel\DevExpress.Persistent.BaseImpl.PhoneNumber\OwnMembers\PhoneType",
"Caption","Phone Type","Phone Type","BOModel\DevExpress.Persistent.BaseImpl.PhoneType",
"Caption","Type Name","Type Name","BOModel\DevExpress.Persistent.BaseImpl.PhoneType\OwnMembers\TypeName",
"Caption","Property Bag","Property Bag","BOModel\DevExpress.Persistent.BaseImpl.PropertyBag",
"Caption","Property Bag Descriptor","Property Bag Descriptor","BOModel\DevExpress.Persistent.BaseImpl.PropertyBagDescriptor",
"Caption","Property Descriptors","Property Descriptors","BOModel\DevExpress.Persistent.BaseImpl.PropertyBagDescriptor\OwnMembers\PropertyDescriptors",
"Caption","Property Descriptor","Property Descriptor","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor",
"Caption","Property Bags","Property Bags","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\PropertyBags",
"Caption","Code","Code","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\Code",
"Caption","Name","Name","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\Name",
"Caption","Description","Description","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\Description",
"Caption","Type","Type","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\Type",
"Caption","Value Type","Value Type","BOModel\DevExpress.Persistent.BaseImpl.PropertyDescriptor\OwnMembers\ValueType",
"Caption","Property Value","Property Value","BOModel\DevExpress.Persistent.BaseImpl.PropertyValue",
"Caption","Resource","Resource","BOModel\DevExpress.Persistent.BaseImpl.Resource",
"Caption","Caption","Caption","BOModel\DevExpress.Persistent.BaseImpl.Resource\OwnMembers\Caption",
"Caption","Events","Events","BOModel\DevExpress.Persistent.BaseImpl.Resource\OwnMembers\Events",
"Caption","Color","Color","BOModel\DevExpress.Persistent.BaseImpl.Resource\OwnMembers\Color",
"Caption","Role","Role","BOModel\DevExpress.Persistent.BaseImpl.Role",
"Caption","Users","Users","BOModel\DevExpress.Persistent.BaseImpl.Role\OwnMembers\Users",
"Caption","Role Base","Role Base","BOModel\DevExpress.Persistent.BaseImpl.RoleBase",
"Caption","Name","Name","BOModel\DevExpress.Persistent.BaseImpl.RoleBase\OwnMembers\Name",
"Caption","Permissions","Permissions","BOModel\DevExpress.Persistent.BaseImpl.RoleBase\OwnMembers\PersistentPermissions",
"Caption","Server Prefix","Server Prefix","BOModel\DevExpress.Persistent.BaseImpl.ServerPrefix",
"Caption","User","User","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser",
"Caption","User Name","User Name","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser\OwnMembers\UserName",
"Caption","Full Name","Full Name","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser\OwnMembers\FullName",
"Caption","Is Active","Is Active","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser\OwnMembers\IsActive",
"Caption","Is Administrator","Is Administrator","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser\OwnMembers\IsAdministrator",
"Caption","Change Password On First Logon","Change Password On First Logon","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser\OwnMembers\ChangePasswordOnFirstLogon",
"Caption","State","State","BOModel\DevExpress.Persistent.BaseImpl.State",
"Caption","Short Name","Short Name","BOModel\DevExpress.Persistent.BaseImpl.State\OwnMembers\ShortName",
"Caption","Long Name","Long Name","BOModel\DevExpress.Persistent.BaseImpl.State\OwnMembers\LongName",
"Caption","Task","Task","BOModel\DevExpress.Persistent.BaseImpl.Task",
"Caption","Subject","Subject","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\Subject",
"Caption","Description","Description","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\Description",
"Caption","Due Date","Due Date","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\DueDate",
"Caption","Start Date","Start Date","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\StartDate",
"Caption","Assigned To","Assigned To","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\AssignedTo",
"Caption","Status","Status","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\Status",
"Caption","Percent Completed","Percent Completed","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\PercentCompleted",
"Caption","Date Completed","Date Completed","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\DateCompleted",
"Caption","User","User","BOModel\DevExpress.Persistent.BaseImpl.User",
"Caption","Roles","Roles","BOModel\DevExpress.Persistent.BaseImpl.User\OwnMembers\Roles",
"Caption","User Name","User Name","BOModel\DevExpress.Persistent.BaseImpl.User\OwnMembers\UserName",
"Caption","Change Password On First Logon","Change Password On First Logon","BOModel\DevExpress.Persistent.BaseImpl.User\OwnMembers\ChangePasswordOnFirstLogon",
"Caption","Is Active","Is Active","BOModel\DevExpress.Persistent.BaseImpl.User\OwnMembers\IsActive",
"Caption","Permissions","Permissions","BOModel\DevExpress.Persistent.BaseImpl.User\OwnMembers\Permissions",
"Caption","XPWeak Reference","XPWeak Reference","BOModel\DevExpress.Xpo.XPWeakReference",
"Value","Task Status","Task Status","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus",
"Value","Completed","Completed","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus\Completed",
"Value","Deferred","Deferred","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus\Deferred",
"Value","In progress","In progress","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus\InProgress",
"Value","Not started","Not started","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus\NotStarted",
"Value","Waiting for someone else","Waiting for someone else","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus\WaitingForSomeoneElse",
"Caption","Reports","Informes","NavigationItems\Items\Reports",
"Name","EventIntervalValid","EventIntervalValid","Validation\Rules\EventIntervalValid",
"CustomMessageTemplate","The start date must be less than the end date","The start date must be less than the end date","Validation\Rules\EventIntervalValid",
"Name","FileAttachmentBaseRule","FileAttachmentBaseRule","Validation\Rules\FileAttachmentBaseRule",
"CustomMessageTemplate","File should be assigned","El archivo debe ser asignado","Validation\Rules\FileAttachmentBaseRule",
"Name","HCategoryCircularReferences","HCategoryCircularReferences","Validation\Rules\HCategoryCircularReferences",
"CustomMessageTemplate","Circular refrerence detected. To correct this error, set the Parent property to another value.","refrerence circular detectado. Para corregir este error, establezca la propiedad Parent a otro valor.","Validation\Rules\HCategoryCircularReferences",
"FoundObjectMessagesSeparator",", ",", ","Validation\Rules\PropertyDescriptor Code is unique",
"Name","PropertyDescriptor Code is unique","PropertyDescriptor Code is unique","Validation\Rules\PropertyDescriptor Code is unique",
"CustomMessageTemplate","The 'Code' property must have a unique value","The 'Code' property must have a unique value","Validation\Rules\PropertyDescriptor Code is unique",
"Name","PropertyDescriptor Code required","PropertyDescriptor Code required","Validation\Rules\PropertyDescriptor Code required",
"MessageTemplateMustSatisfyCriteria","The ""{TargetObject}"" object must satisfy the following criteria: ""{Criteria}"".","The ""{TargetObject}"" object must satisfy the following criteria: ""{Criteria}"".","Validation\Rules\Role is not referenced",
"Name","Role is not referenced","Role is not referenced","Validation\Rules\Role is not referenced",
"CustomMessageTemplate","Cannot delete the role because there are users that reference it","Cannot delete the role because there are users that reference it","Validation\Rules\Role is not referenced",
"Name","Role required","Role required","Validation\Rules\Role required",
"CustomMessageTemplate","An active user must have at least one role assigned","An active user must have at least one role assigned","Validation\Rules\Role required",
"FoundObjectMessagesSeparator",", ",", ","Validation\Rules\User Name is unique",
"Name","User Name is unique","User Name is unique","Validation\Rules\User Name is unique",
"CustomMessageTemplate","The login with the entered UserName was already registered within the system","The login with the entered UserName was already registered within the system","Validation\Rules\User Name is unique",
"Name","User Name required","User Name required","Validation\Rules\User Name required",
"CustomMessageTemplate","The user name must not be empty","The user name must not be empty","Validation\Rules\User Name required",
"Caption","Basic User","Basic User","Views\BasicUser_DetailView\Layout\Main\SimpleEditors\BasicUser",
"Caption","Organization","Organization","Views\Organization_DetailView\Layout\Main\SimpleEditors\Organization",
"Caption","Property Descriptor","Property Descriptor","Views\PropertyDescriptor_DetailView\Layout\Main\SimpleEditors\PropertyDescriptor",
"Caption","Simple User","Simple User","Views\SimpleUser_DetailView\Layout\Main\SimpleEditors\SimpleUser",
"Caption","Open...","Abrir ...","ActionDesign\Actions\Open",
"ToolTip","Open the data with an external application","Abrir los datos con una aplicación externa","ActionDesign\Actions\Open",
"Caption","Save As...","Guardar como ...","ActionDesign\Actions\SaveTo",
"ToolTip","Open a dialog to select the file the data should be saved to","Abre un diálogo para seleccionar el archivo de los datos se guardan en","ActionDesign\Actions\SaveTo",
"Caption","Add From File...","Agregar desde archivo ...","ActionDesign\Actions\AddFromFile",
"ToolTip","Open dialog to select the file to add","Abre el diálogo para seleccionar el archivo para agregar","ActionDesign\Actions\AddFromFile",
"Caption","The attachment(s) is empty","El archivo adjunto (s) está vacía","ActionDesign\DisableReasons\AttachmentAssigned",
"Value","Clear","Borrar Contenido","Localization\FileAttachments\Editor_Clear",
"Value","Open","Abierto","Localization\FileAttachments\Editor_Open",
"Value","Save As...","Guardar como ...","Localization\FileAttachments\Editor_Save",
"Value","The '{0}' file already exists. Do you want to replace it?","La '{0}' archivo ya existe. ¿Desea reemplazarlo?","Localization\FileAttachments\OverwritePrompt",
"Value","Save As...","Guardar como ...","Localization\FileAttachments\OverwritePromptCaption",
"Value","All","Todos los","Localization\FileAttachments\WordAll",
"Value","files","archivos","Localization\FileAttachments\WordFiles",
"Caption","Download","Download","ActionDesign\Actions\Download",
"ToolTip","Download File","Download File","ActionDesign\Actions\Download",
"Value","Download file content","Download file content","Localization\FileAttachments\Editor_DownLoad",
"Value","Change file","Change file","Localization\FileAttachments\Editor_Edit",
"Caption","Change My Password","Cambiar mi contraseña","ActionDesign\Actions\ChangePasswordByUser",
"Caption","My Details","Mis datos","ActionDesign\Actions\MyDetails",
"Caption","Reset Password","Perdí mi contraseña","ActionDesign\Actions\ResetPassword",
"ToolTip","Generate a new password for the selected user","Generar una nueva contraseña para el usuario seleccionado","ActionDesign\Actions\ResetPassword",
"Caption","New","New","ActionDesign\Actions\NewPermissionDescriptor",
"Caption","Delete","Delete","ActionDesign\Actions\DeletePermissionDescriptor",
"ConfirmationMessage","You are about to delete the selected item(s). Do you want to proceed?","You are about to delete the selected item(s). Do you want to proceed?","ActionDesign\Actions\DeletePermissionDescriptor",
"Caption","Grant","Grant","ActionDesign\Actions\Grant_TypePermissionMatrixItem",
"Caption","Create","Create","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Create",
"Caption","Delete","Delete","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Delete",
"Caption","Full Access","Full Access","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Full Access",
"Caption","Navigate","Navigate","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Navigate",
"Caption","Read","Read","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Read",
"Caption","Read Only Access","Read Only Access","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Read Only Access",
