"Property Name",,"ja","Node Path","Description"
"Caption","Name","名前","BOModel\DevExpress.Persistent.BaseImpl.RoleBase\OwnMembers\Name",
"Caption","Permissions","権限","BOModel\DevExpress.Persistent.BaseImpl.RoleBase\OwnMembers\PersistentPermissions",
"Caption","Server Prefix","サーバー プレフィックス","BOModel\DevExpress.Persistent.BaseImpl.ServerPrefix",
"Caption","User","ユーザー","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser",
"Caption","User Name","ユーザー名","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser\OwnMembers\UserName",
"Caption","Full Name","氏名","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser\OwnMembers\FullName",
"Caption","Is Active","有効","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser\OwnMembers\IsActive",
"Caption","Is Administrator","管理者権限","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser\OwnMembers\IsAdministrator",
"Caption","Change Password On First Logon","初回ログオン時にパスワードを変更","BOModel\DevExpress.Persistent.BaseImpl.SimpleUser\OwnMembers\ChangePasswordOnFirstLogon",
"Caption","State","状態","BOModel\DevExpress.Persistent.BaseImpl.State",
"Caption","Short Name","略称","BOModel\DevExpress.Persistent.BaseImpl.State\OwnMembers\ShortName",
"Caption","Long Name","長い名前","BOModel\DevExpress.Persistent.BaseImpl.State\OwnMembers\LongName",
"Caption","Task","タスク","BOModel\DevExpress.Persistent.BaseImpl.Task",
"Caption","Subject","件名","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\Subject",
"Caption","Description","説明","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\Description",
"Caption","Due Date","期日","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\DueDate",
"Caption","Start Date","開始日","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\StartDate",
"Caption","Assigned To","割り当て先","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\AssignedTo",
"Caption","Status","ステータス","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\Status",
"Caption","Percent Completed","達成率","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\PercentCompleted",
"Caption","Date Completed","完了日","BOModel\DevExpress.Persistent.BaseImpl.Task\OwnMembers\DateCompleted",
"Caption","User","ユーザー","BOModel\DevExpress.Persistent.BaseImpl.User",
"Caption","Roles","ロール","BOModel\DevExpress.Persistent.BaseImpl.User\OwnMembers\Roles",
"Caption","User Name","ユーザー名","BOModel\DevExpress.Persistent.BaseImpl.User\OwnMembers\UserName",
"Caption","Change Password On First Logon","初回ログオン時にパスワードを変更","BOModel\DevExpress.Persistent.BaseImpl.User\OwnMembers\ChangePasswordOnFirstLogon",
"Caption","Is Active","有効","BOModel\DevExpress.Persistent.BaseImpl.User\OwnMembers\IsActive",
"Caption","Permissions","権限","BOModel\DevExpress.Persistent.BaseImpl.User\OwnMembers\Permissions",
"Caption","XPWeak Reference","XPWeak 参照","BOModel\DevExpress.Xpo.XPWeakReference",
"Value","Task Status","タスクのステータス","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus",
"Value","Completed","完了","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus\Completed",
"Value","Deferred","延期","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus\Deferred",
"Value","In progress","処理中","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus\InProgress",
"Value","Not started","未開始","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus\NotStarted",
"Value","Waiting for someone else","別のユーザーを待っています。","Localization\Enums\DevExpress.Persistent.Base.General.TaskStatus\WaitingForSomeoneElse",
"Caption","Reports","レポート","NavigationItems\Items\Reports",
"Name","EventIntervalValid","EventIntervalValid","Validation\Rules\EventIntervalValid",
"CustomMessageTemplate","The start date must be less than the end date","開始日は終了日より前でなければなりません。","Validation\Rules\EventIntervalValid",
"Name","FileAttachmentBaseRule","FileAttachmentBaseRule","Validation\Rules\FileAttachmentBaseRule",
"CustomMessageTemplate","File should be assigned","ファイルを割り当てる必要があります。","Validation\Rules\FileAttachmentBaseRule",
"Name","HCategoryCircularReferences","HCategoryCircularReferences","Validation\Rules\HCategoryCircularReferences",
"CustomMessageTemplate","Circular refrerence detected. To correct this error, set the Parent property to another value.","循環参照が検出されました。このエラーを修正するには、親プロパティを別の値に設定してください。","Validation\Rules\HCategoryCircularReferences",
"FoundObjectMessagesSeparator",", ",", ","Validation\Rules\PropertyDescriptor Code is unique",
"Name","PropertyDescriptor Code is unique","PropertyDescriptor コードは一意です。","Validation\Rules\PropertyDescriptor Code is unique",
"CustomMessageTemplate","The 'Code' property must have a unique value","Code' プロパティは一意の値を持つ必要があります。","Validation\Rules\PropertyDescriptor Code is unique",
"Name","PropertyDescriptor Code required","PropertyDescriptor コードが必要です。","Validation\Rules\PropertyDescriptor Code required",
"MessageTemplateMustSatisfyCriteria","The ""{TargetObject}"" object must satisfy the following criteria: ""{Criteria}"".","""{TargetObject}"" オブジェクトは次の基準を満たす必要があります: ""{Criteria}""","Validation\Rules\Role is not referenced",
"Name","Role is not referenced","ロールが参照されていない","Validation\Rules\Role is not referenced",
"CustomMessageTemplate","Cannot delete the role because there are users that reference it","ロールが複数のユーザーから参照されているため、ロールを削除できません。","Validation\Rules\Role is not referenced",
"Name","Role required","ロールが必要","Validation\Rules\Role required",
"CustomMessageTemplate","An active user must have at least one role assigned","アクティブ ユーザーに1つ以上のロールを割り当てる必要があります。","Validation\Rules\Role required",
"FoundObjectMessagesSeparator",", ",", ","Validation\Rules\User Name is unique",
"Name","User Name is unique","ユーザー名は一意でなければなりません。","Validation\Rules\User Name is unique",
"CustomMessageTemplate","The login with the entered UserName was already registered within the system","入力したログインの UserName は既にシステムに登録されています。","Validation\Rules\User Name is unique",
"Name","User Name required","ユーザー名は必要です。","Validation\Rules\User Name required",
"CustomMessageTemplate","The user name must not be empty","ユーザー名を空にできません。","Validation\Rules\User Name required",
"Caption","Basic User","基本ユーザー","Views\BasicUser_DetailView\Layout\Main\SimpleEditors\BasicUser",
"Caption","Organization","企業・団体","Views\Organization_DetailView\Layout\Main\SimpleEditors\Organization",
"Caption","Property Descriptor","プロパティ記述子","Views\PropertyDescriptor_DetailView\Layout\Main\SimpleEditors\PropertyDescriptor",
"Caption","Simple User","シンプル ユーザー","Views\SimpleUser_DetailView\Layout\Main\SimpleEditors\SimpleUser",
"Caption","Open...","開く...","ActionDesign\Actions\Open",
"ToolTip","Open the data with an external application","外部アプリケーションでデータを開きます。","ActionDesign\Actions\Open",
"Caption","Save As...","名前を付けて保存...","ActionDesign\Actions\SaveTo",
"ToolTip","Open a dialog to select the file the data should be saved to","ダイアログを開き、データを保存するファイルを選択してください。","ActionDesign\Actions\SaveTo",
"Caption","Add From File...","ファイルから追加...","ActionDesign\Actions\AddFromFile",
"ToolTip","Open dialog to select the file to add","ダイアログを開き、追加するファイルを選択してください。","ActionDesign\Actions\AddFromFile",
"Caption","The attachment(s) is empty","添付ファイルは空です。","ActionDesign\DisableReasons\AttachmentAssigned",
"Value","Clear","クリア","Localization\FileAttachments\Editor_Clear",
"Value","Open","開く","Localization\FileAttachments\Editor_Open",
"Value","Save As...","名前を付けて保存...","Localization\FileAttachments\Editor_Save",
"Value","The '{0}' file already exists. Do you want to replace it?","{0}' ファイルは既に存在します。上書きしてもよろしいですか？","Localization\FileAttachments\OverwritePrompt",
"Value","Save As...","名前を付けて保存...","Localization\FileAttachments\OverwritePromptCaption",
"Value","All","すべて","Localization\FileAttachments\WordAll",
"Value","files","ファイル","Localization\FileAttachments\WordFiles",
"Caption","Download","ダウンロード","ActionDesign\Actions\Download",
"ToolTip","Download File","ファイルをダウンロード","ActionDesign\Actions\Download",
"Value","Download file content","ファイル内容のダウンロード","Localization\FileAttachments\Editor_DownLoad",
"Value","Change file","ファイルの変更","Localization\FileAttachments\Editor_Edit",
"Caption","Change My Password","パスワードの変更","ActionDesign\Actions\ChangePasswordByUser",
"Caption","My Details","ユーザー情報","ActionDesign\Actions\MyDetails",
"Caption","Reset Password","パスワードのリセット","ActionDesign\Actions\ResetPassword",
"ToolTip","Generate a new password for the selected user","選択されたユーザーに新しいパスワードを生成します。","ActionDesign\Actions\ResetPassword",
"Caption","New","新規","ActionDesign\Actions\NewPermissionDescriptor",
"Caption","Delete","削除","ActionDesign\Actions\DeletePermissionDescriptor",
"ConfirmationMessage","You are about to delete the selected item(s). Do you want to proceed?","選択されたアイテムを削除しようとしています。続行しますか？","ActionDesign\Actions\DeletePermissionDescriptor",
"Caption","Grant","許可","ActionDesign\Actions\Grant_TypePermissionMatrixItem",
"Caption","Create","作成","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Create",
"Caption","Delete","削除","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Delete",
"Caption","Full Access","フル アクセス","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Full Access",
"Caption","Navigate","ナビゲート","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Navigate",
"Caption","Read","読み取り","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Read",
"Caption","Read Only Access","読み取り専用アクセス","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Read Only Access",
"Caption","Write","書き込み","ActionDesign\Actions\Grant_TypePermissionMatrixItem\ChoiceActionItems\Write",
"Caption","Deny","拒否","ActionDesign\Actions\Deny_TypePermissionMatrixItem",
"Caption","Create","作成","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Create",
"Caption","Delete","削除","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Delete",
"Caption","Deny All","すべて拒否","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Deny All",
"Caption","Deny Modification","変更を拒否","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Deny Modification",
"Caption","Navigate","ナビゲート","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Navigate",
"Caption","Read","読み取り","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Read",
"Caption","Write","書き込み","ActionDesign\Actions\Deny_TypePermissionMatrixItem\ChoiceActionItems\Write",
"Caption","Authentication Standard Logon Parameters","標準認証のログオン パラメーター","BOModel\DevExpress.ExpressApp.Security.AuthenticationStandardLogonParameters",
"Caption","User Name","ユーザー名","BOModel\DevExpress.ExpressApp.Security.AuthenticationStandardLogonParameters\OwnMembers\UserName",
"Caption","Password","パスワード","BOModel\DevExpress.ExpressApp.Security.AuthenticationStandardLogonParameters\OwnMembers\Password",
"Caption","Change Password On Logon Parameters","ログオン パラメーターでパスワードを変更","BOModel\DevExpress.ExpressApp.Security.ChangePasswordOnLogonParameters",
"Caption","New Password","新しいパスワード","BOModel\DevExpress.ExpressApp.Security.ChangePasswordOnLogonParameters\OwnMembers\NewPassword",
"Caption","Confirm Password","パスワードの確認","BOModel\DevExpress.ExpressApp.Security.ChangePasswordOnLogonParameters\OwnMembers\ConfirmPassword",
"Caption","Change Password Parameters","パスワード パラメーターを変更","BOModel\DevExpress.ExpressApp.Security.ChangePasswordParameters",
"Caption","Old Password","古いパスワード","BOModel\DevExpress.ExpressApp.Security.ChangePasswordParameters\OwnMembers\OldPassword",
"Caption","Edit Model Permission","モデルの許可の編集","BOModel\DevExpress.ExpressApp.Security.EditModelPermission",
"Caption","Modifier","修飾子","BOModel\DevExpress.ExpressApp.Security.EditModelPermission\OwnMembers\Modifier",
"Caption","Member Operation Permission","メンバー操作の権限","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionData",
"Caption","Members","メンバー","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionData\OwnMembers\Members",
"Caption","Member Operation Permission Descriptor","メンバー操作の権限記述子","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionDescriptor",
"Caption","Member Name","メンバー名","BOModel\DevExpress.ExpressApp.Security.MemberOperationPermissionDescriptor\OwnMembers\MemberName",
